MBS,Ime,OIB,DJELATNOST_SIFRA,DJELATNOST_NAZIV,ZUPANIJA,ADRESA,NASELJE,EMAIL_ADRESE,TELEFONSKI_BROJEVI,GFI_COUNT,STATUS,NAZNAKA_IMENA,PRAVNI_OBLIK,OSTALO
60149211,GEFYRA d.o.o. za graditeljstvo i trgovinu,84690222602,,,Splitsko-dalmatinska županija,Jajići 60,Solin,gefyra@gefyra.hr,,,17,1,GEFIRA,d.o.o.
60156296,GILAN društvo s ograničenom odgovornošću za graditeljstvo,35846084789,,,Splitsko-dalmatinska županija,Poljička cesta 32,Split,gilan@gilan.hr,,,17,1,GILAN,d.o.o.
60167294,GARA d.o.o. za graditeljstvo i trgovinu,60421080666,,,Dubrovačko-neretvanska županija,Mali voz 11,Zaton Doli,gara@email.t-com.hr,,,16,1,GARA,d.o.o.
60167593,ZA DOM d.o.o. za graditeljstvo i trgovinu,11075456762,,,Splitsko-dalmatinska županija,Mandićeva 35,Split,markoskejo@gmail.com,,,17,1,ZA DOM,d.o.o.
60172839,POMGRAD GRADNJA d.o.o. za graditeljstvo,29450980861,,,Splitsko-dalmatinska županija,Bihaćka 2,Split,info@pomgrad-gradnja.hr,,,17,1,POMGRAD GRADNJA,d.o.o.
60173028,SUNČANO DIKLO d.o.o. za graditeljstvo i trgovinu,29387919169,,,Zadarska županija,Obala kneza Branimira 27,Zadar,edvardudzenija01@gmail.com,,,18,1,SUNČANO DIKLO,d.o.o.
60177561,AKROTERIJ društvo s ograničenom odgovornošću za graditeljstvo,47695748613,,,Zadarska županija,Ulica Andrije Hebranga 6,Zadar,info@akroterij.hr,,,17,1,AKROTERIJ,d.o.o.
60178128,BRINA d.o.o. za graditeljstvo,27262350920,,,Splitsko-dalmatinska županija,Put Trščenice 6,Split,suzana.brina1@gmail.com,,,17,1,BRINA,d.o.o.
60180507,PECTUS d.o.o. za graditeljstvo i trgovinu,57765786658,,,Šibensko-kninska županija,Mrdeže 7,Perković,pectus@si.t-com.hr,,,17,1,PECTUS,d.o.o.
60182990,APSIDA d.o.o. za graditeljstvo i trgovinu,40634306299,,,Splitsko-dalmatinska županija,Požeška 12,Split,apsida.split@gmail.com,,,17,1,APSIDA,d.o.o.
60183218,MERITUM INŽENJERING d.o.o. za graditeljstvo i usluge,77837920878,,,Splitsko-dalmatinska županija,Dračevac 3,Split,meritum-inzenjering@meritum-inzenjering.hr,,,17,1,MERITUM INŽENJERING,d.o.o.
60184616,FUNDAMENTA d.o.o. za graditeljstvo,22213460327,,,Splitsko-dalmatinska županija,Vinogradska 35,Split,damir.antulov@gmail.com,,,19,1,FUNDAMENTA,d.o.o.
60185504,EGZAKT d.o.o. za graditeljstvo i usluge,46199476715,,,Splitsko-dalmatinska županija,Doverska 9,Split,egzakt1@gmail.com,,,17,1,EGZAKT,d.o.o.
60188159,"ATRIUM SPALATUM INŽENJERING, društvo s ograničenom odgovornošću za graditeljstvo i usluge",30548526019,,,Splitsko-dalmatinska županija,Poljička cesta 20,Split,natalija.mladineo@inet.hr,,,15,1,ATRIUM SPALATUM INŽENJERING,d.o.o.
60188749,"MOZAIK za graditeljstvo,trgovinu i usluge društvo s ograničenom odgovornošću",76724295461,,,Splitsko-dalmatinska županija,Stari put 8,Split,info@mozaikhortikultura.hr,,,15,1,MOZAIK,d.o.o.
60188781,MALEŠ d.o.o. za graditeljstvo,56541492572,,,Splitsko-dalmatinska županija,Kopilica 62,Split,zdenko.males@gmail.com,,,17,1,MALEŠ,d.o.o.
60189194,KVADRATNI METAR d.o.o. za graditeljstvo i usluge,30817697799,,,Splitsko-dalmatinska županija,Doverska 7,Split,m2@kvmetar2.com,,,17,1,KVADRATNI METAR,d.o.o.
60189276,"GRENLAND d.o.o. za graditeljstvo, trgovinu i turizam",40192676813,,,Splitsko-dalmatinska županija,Rubići-Golo Brdo 23,Katuni,milenko.rubic@gmail.com,,,17,1,GRENLAND,d.o.o.
60189862,POMGRAD INŽENJERING d.o.o. za graditeljstvo,31765830203,,,Splitsko-dalmatinska županija,Stinice 26,Split,pomgrad@pomgrad.com,,,17,1,POMGRAD INŽENJERING,d.o.o.
60191525,MEDAK d.o.o. za graditeljstvo i trgovinu,50504969014,,,Splitsko-dalmatinska županija,Rakite 53,Žrnovnica,medakdoo@gmail.com,,,17,1,MEDAK,d.o.o.
60197233,"BARACOM društvo s ograničenom odgovornošću, za graditeljstvo",72306271028,,,Bjelovarsko-bilogorska županija,Marina Getaldića 8,Bjelovar,chlepko@rony-m.sk,,,17,1,BARACOM,d.o.o.
60197774,ARGAT d.o.o. za graditeljstvo,30641468569,,,Splitsko-dalmatinska županija,Trajektno pristanište 1,Stari Grad,damirmedvid@gmail.com,,,17,1,ARGAT,d.o.o.
60200403,KORNAS d.o.o. za graditeljstvo i trgovinu,37195483292,,,Splitsko-dalmatinska županija,Hrvatskih domobrana 61,Bol,z.kornas@hoteldivaspa.pl,,,17,1,KORNAS,d.o.o.
60203770,"KOLONADA d.o.o. za graditeljstvo, projektiranje i nadzor",24827353141,,,Splitsko-dalmatinska županija,Doverska 5,Split,anita@kolonada.net,,,17,1,KOLONADA,d.o.o.
60204570,ST GRAMIT d.o.o. za graditeljstvo i usluge,29903300873,,,Splitsko-dalmatinska županija,Klovićeva 16,Split,st.gramit@st.t-com.hr,,,17,1,ST GRAMIT,d.o.o.
60207011,ĆAGIĆ d.o.o. za graditeljstvo i usluge,95778378479,,,Splitsko-dalmatinska županija,Velebitska 77,Split,Dario.bag.1981@gmail.com,,,14,1,ĆAGIĆ,d.o.o.
60209599,"ELEKTRIČAR, društvo s ograničenom odgovornošću za graditeljstvo turizam trgovinu i pružanja usluge turističke agencije",49718474285,,,Splitsko-dalmatinska županija,Skradinska 11,Split,ibilic@elektricar.hr,,,17,1,ELEKTRIČAR,d.o.o.
60213950,KONTINENTAL PAKIRANJE d.o.o. za graditeljstvo i usluge,87358951669,,,Splitsko-dalmatinska županija,Pod Kosom 40,Split,vana_dogas@net.hr,,,17,1,KONTINENTAL PAKIRANJE,d.o.o.
60219414,LEDENI VRH d.o.o. za graditeljstvo i usluge,92824299902,,,Splitsko-dalmatinska županija,Domagojeva obala 7,Split,skeja1969@gmail.com,,,17,1,LEDENI VRH,d.o.o.
60222936,"VD-MONT d.o.o. za graditeljstvo, proizvodnju i usluge",32209788969,,,Splitsko-dalmatinska županija,Ulica Vlade Gotovca 10,Imotski,valter.sumelj@vd-mont.hr,,,17,1,VD-MONT,d.o.o.
60229059,PROJEKT MENSIO d.o.o. za graditeljstvo,10329195531,,,Splitsko-dalmatinska županija,Visoka 59,Split,info@projekt-m.hr,,,17,1,MENSIO,d.o.o.
60232707,EIDOS d.o.o. za graditeljstvo i projektiranje,78284679420,,,Splitsko-dalmatinska županija,Put Žnjana 3,Split,visnja.eidos@gmail.com,,,17,1,EIDOS,d.o.o.
60236435,"INTERDICTUM d.o.o. za graditeljstvo, trgovinu i usluge",53602671591,,,Splitsko-dalmatinska županija,Ulica fra Stjepana Vrljića 12,Imotski,svetimirgadze1@gmail.com,,,14,1,INTERDICTUM,d.o.o.
60236613,"CORONA LIBRI, d.o.o. za graditeljstvo, trgovinu i usluge, turistička agencija",91065115262,,,Splitsko-dalmatinska županija,Hektorovićeva ulica 52,Solin,coronalibri@gmail.com,,,15,1,CORONA LIBRI,d.o.o.
60239423,"SCRIPEA d.o.o. za graditeljstvo, upravljanje i održavanje stambenih i poslovnih zgrada",26033757733,,,Splitsko-dalmatinska županija,Put Splitske 3,Škrip,scripea@scripea.com,,,17,1,SCRRIPEA,d.o.o.
60244463,G-GRAĐENJE društvo s ograničenom odgovornošću za graditeljstvo i usluge,50419172668,,,Splitsko-dalmatinska županija,Put Majdana 35,Klis,simun.grubisic@st.htnet.hr,,,16,1,G-GRAĐENJE,d.o.o.
60251044,CELERITAS d.o.o. za graditeljstvo i trgovinu,99858461365,,,Splitsko-dalmatinska županija,Glavina Donja 373,Glavina Donja,AUTOCELERITAS@GMAIL.COM,,,16,1,CELERITAS,d.o.o.
60271883,IZBIČNO d.o.o. za graditeljstvo,2882363163,,,Splitsko-dalmatinska županija,Guje 13,Slatine,ivan.pavkovic@icloud.com,,,14,1,IZBIČNO,d.o.o.
60272177,GRANIT IZGRADNJA d.o.o. za graditeljstvo i usluge,89081989050,,,Dubrovačko-neretvanska županija,Frana Čale 23,Dubrovnik,samir.voloder@gmail.com,,,14,1,GRANIT IZGRADNJA,d.o.o.
60274417,"PARTNER GRUPA d.o.o. za graditeljstvo, projektiranje i inženjering",17102697854,,,Dubrovačko-neretvanska županija,Ulica Ilije Bošnjaka 17,Metković,jbrecic72@gmail.com,,,14,1,PARTNER GRUPA,d.o.o.
60275039,"BILIĆ GRADNJA d.o.o. za graditeljstvo, trgovinu i usluge",10045564814,,,Splitsko-dalmatinska županija,Donje Glavice 18,Sinj,petrol.systems1@gmail.com,,,14,1,BILIĆ GRADNJA,d.o.o.
60275135,"PLAVI OBLUTAK, d.o.o. za graditeljstvo",14725542168,,,Splitsko-dalmatinska županija,Ulica Domovinskog rata 33,Split,zoran.grubisic@plavioblutak.hr,,,15,1,PLAVI OBLUKAT,d.o.o.
60275469,GRADNJA KRIŽIĆ d.o.o. za graditeljstvo i druge usluge,38163908258,,,Splitsko-dalmatinska županija,Križine 1,Podstrana,gradnjakrizicdoo@gmail.com,,,13,1,GRADNJA KRIŽIĆ,d.o.o.
60277743,VARE GRADNJA d.o.o. za graditeljstvo i usluge,59584964723,,,Dubrovačko-neretvanska županija,Od Nuncijate 18,Dubrovnik,info@vare-gradnja.hr,,,13,1,VARE GRADNJA,d.o.o.
60281813,TEXO MOLIOR d.o.o. za graditeljstvo i usluge,14447744368,,,Dubrovačko-neretvanska županija,Put od Cavtata 41,Cavtat,office@texomolior.hr,,,21,1,TEXO MOLIOR,d.o.o.
60284470,"RADON društvo s ograničenom odgovornošću za graditeljstvo, turizam i usluge",42902979406,,,Splitsko-dalmatinska županija,Put Ribnjaka 3,Omiš,gordan.zovko@st.htnet.hr,,,13,1,RADON,d.o.o.
60284620,ZENIT d.o.o. za graditeljstvo i turizam,82729929018,,,Dubrovačko-neretvanska županija,Nikole Tesle 4,Dubrovnik,zenitdubrovnikdoo@gmail.com,,,13,1,ZENIT,d.o.o.
60305654,LUKA & ANTONIO d.o.o. za graditeljstvo i turizam,41971683174,,,Splitsko-dalmatinska županija,Gospe u Siti 42,Podstrana,info@lu-an.hr,,,11,1,LUKA & ANTONIO,d.o.o.
60305855,REGO d.o.o. za graditeljstvo i usluge,87377197164,,,Splitsko-dalmatinska županija,Penića 10,Split,regospit19@gmail.com,,,10,1,REGO,d.o.o.
60305986,ERGASIA d.o.o. za graditeljstvo i turizam,15801319887,,,Splitsko-dalmatinska županija,Ulica Marka Marulića 6,Grubine,ergasia.jdoo@gmail.com,,,11,1,ERGASIA,d.o.o.
60308525,"SCAVO d.o.o. za graditeljstvo, turizam i usluge",56534185602,,,Splitsko-dalmatinska županija,Ulica Franje Tuđmana 28,Grubine,DAMIRVUKOVIC92@GMAIL.COM,,,12,1,SCAVO,d.o.o.
60309059,GRADNJA GRBAVAC d.o.o. za graditeljstvo i usluge,69353175162,,,Dubrovačko-neretvanska županija,Prud 195,Prud,gradnjagrbavacdoo@gmail.com,,,11,1,GRADNJA GRBAVAC,d.o.o.
60313041,"DOM, društvo s ograničenom odgovornošću za graditeljstvo i usluge",70456525993,,,Dubrovačko-neretvanska županija,Put Podvlaštica 20,Stanković,ivanduvnjak@net.hr,,,11,1,DOM,d.o.o.
60315560,SUNČANE REZIDENCIJE d.o.o. za graditeljstvo i usluge,37174670637,,,Dubrovačko-neretvanska županija,Vukovarska 17,Dubrovnik,info@suncanerezidencije.hr,,,11,1,SUNČANE REZIDENCIJE,d.o.o.
60317147,"ĆOSIĆ GRADNJA, društvo s ograničenom odgovornošću za graditeljstvo i usluge",13069283437,,,Dubrovačko-neretvanska županija,Splitska 25,Metković,cosicgradnja17@gmail.com,,,11,1,ĆOSIĆ GRADNJA,d.o.o.
60317681,FOREGO d.o.o. za graditeljstvo,45110460023,,,Splitsko-dalmatinska županija,Ante Starčevića 98,Mravince,forego.st@gmail.com,,,11,1,FOREGO,d.o.o.
60318891,"GRADNJA MARIĆ d.o.o. za graditeljstvo, trgovinu i usluge",27885479075,,,Dubrovačko-neretvanska županija,Lozica 98,Lozica,gradnjamaric5@gmail.com,,,11,1,GRADNJA MARIĆ,d.o.o.
60320327,CARIĆ GRADNJA društvo s ograničenom odgovornošću za graditeljstvo i usluge,30756100374,,,Splitsko-dalmatinska županija,Svirče 108,Svirče,frane.caric@st.t-com.hr,,,11,1,CARIĆ GRADNJA,d.o.o.
60325138,STRUKTURA PRODUKT d.o.o. za graditeljstvo i usluge,59019301285,,,Splitsko-dalmatinska županija,Stepinčeva 2,Split,strukturaprodukt@gmail.com,,,10,1,STRUKTURA PRODUKT D.O.O.,d.o.o.
60325443,BUILDER društvo s ograničenom odgovornošću za graditeljstvo,16421984965,,,Splitsko-dalmatinska županija,Ante Starčevića 120,Makarska,builder.makarska@gmail.com,,,8,1,BUILDER,d.o.o.
60326227,REBIĆ GRADNJA j.d.o.o. za graditeljstvo i usluge,47306626687,,,Splitsko-dalmatinska županija,Vinjani Donji 184,Donji Vinjani,rebicgradnja.im@gmail.com,,,9,1,REBIĆ GRADNJA,j.d.o.o.
60327416,VELIĆ ŽBUKE j.d.o.o. za graditeljstvo i usluge,48428947443,,,Splitsko-dalmatinska županija,Ulica generala Janka Bobetka 5,Vrgorac,velic.zbuke@gmail.com,,,10,1,VELIĆ ŽBUKE,j.d.o.o.
60333066,"RUNJE, j.d.o.o. za graditeljstvo i energetsko certificiranje",56824293363,,,Splitsko-dalmatinska županija,Ulica Vicka Prodića 10,Pučišća,edita.runje.jdoo@gmail.com,,,10,1,RUNJE,j.d.o.o.
60333929,MALIGEC j.d.o.o. za graditeljstvo i usluge,93269452722,,,Splitsko-dalmatinska županija,Vrisnik 41,Vrisnik,dragan.maligec@gmail.com,,,10,1,MALIGEC,j.d.o.o.
60334341,VRILICA d.o.o. za graditeljstvo i usluge,91027951809,,,Splitsko-dalmatinska županija,Ulica 27. rujna 1,Mravince,Vrilica.mravince@gmail.com,,,10,1,VRILICA,d.o.o.
60334690,AURIGA d.o.o.za graditeljstvo,20662186265,,,Splitsko-dalmatinska županija,Dobrilina 16,Split,branko.zubanovic@xnet.hr,,,10,1,AURIGA,d.o.o.
60337188,INTER SEPTUM društvo s ograničenom odgovornošću za graditeljstvo i usluge,32607086362,,,Splitsko-dalmatinska županija,Podgorske skale 2,Makarska,interseptum@gmail.com,,,10,1,INTER SEPTUM,d.o.o.
60338319,MILKIN GRADNJA društvo s ograničenom odgovornošću za graditeljstvo i usluge,71529560606,,,Splitsko-dalmatinska županija,Jelsa 863,Jelsa,andrej.chomenko@gmail.com,,,9,1,MILKIN GRADNJA,d.o.o.
60342333,PLAVI SERVIS d.o.o. za graditeljstvo i usluge,35892500872,,,Dubrovačko-neretvanska županija,Mostarska 12,Metković,dijana55555@gmail.com,,,9,1,PLAVI SERVIS,d.o.o.
60345776,TERMO SAN d.o.o. za graditeljstvo,57666759469,,,Splitsko-dalmatinska županija,Put Mostina 8,Split,termosan.ing@gmail.com,,,9,1,TERMO SAN,d.o.o.
60346601,DUBROVNIK CONSTRUCTION d.o.o. za graditeljstvo i usluge,68554382528,,,Dubrovačko-neretvanska županija,Iva Vojnovića 14,Dubrovnik,financije@libertasinzenjering.hr,,,9,1,DUBROVNIK CONSTRUCTION,d.o.o.
60349817,IN 77 j.d.o.o. za graditeljstvo,13188882378,,,Splitsko-dalmatinska županija,Trajektno pristanište 1,Stari Grad,damirmedvid@gmail.com,,,9,1,IN 77,j.d.o.o.
60351818,TIM IMOTSKI d.o.o. za graditeljstvo i usluge,21370331822,,,Splitsko-dalmatinska županija,Ulica Fra Silvestra Kutleše 8,Imotski,IVANVIDOS.LENA@gmail.com,,,9,1,TIM IMOTSKI D.O.O,d.o.o.
60353910,ALPHA INVESTMENT d.o.o. za graditeljstvo i usluge,99211941671,,,Splitsko-dalmatinska županija,Živogošće-Porat 45,Živogošće,"d.juric@seznam.cz, petr@ppholding.cz",,,9,1,ALPHA INVESTMENT,d.o.o.
60354271,ALPHA & OMEGA STRUCTURA društvo sa ograničenom odgovornošću za graditeljstvo i usluge,45342722752,,,Dubrovačko-neretvanska županija,Zlojići 4,Podrujnica,sanjafilipovic559@gmail.com,,,9,1,ALPHA & OMEGA STRUCTURA,d.o.o.
60356620,"BUDI GRAD jednostavno društvo s ograničenom odgovornošću za graditeljstvo, trgovinu i usluge",30200546370,,,Dubrovačko-neretvanska županija,Ulica Ljudevita Gaja 3,Metković,mladen.sutalo@gmail.com,,,8,1,BUDI GRAD,j.d.o.o.
60359904,"PROMARK GRADNJA d.o.o. za graditeljstvo, usluge i trgovinu",9219471231,,,Dubrovačko-neretvanska županija,Mostarska 12,Metković,promark.gradnja@gmail.com,,,8,1,PROMARK GRADNJA,d.o.o.
60362757,"FOR ADAPTING d.o.o. za graditeljstvo, ugostiteljstvo i usluge, turistička agencija",53225809619,,,Zagrebačka županija,Ulica Tina Ujevića 4,Žitarka,for.adapting@gmail.com,,,6,1,FOR ADAPTING,d.o.o.
60364025,"IMPORTANT PROJECT društvo s ograničenom odgovornošću, za graditeljstvo",37281205044,,,Splitsko-dalmatinska županija,Put mira 41,Kaštel Novi,importantprojectdoo@gmail.com,,,8,1,IMPORTANT PROJECT,d.o.o.
60365340,LUXURY EFECT d.o.o. za graditeljstvo i usluge,9841347782,,,Splitsko-dalmatinska županija,Ulica Marka Marulića 6,Grubine,LUXURY.EFECT@GMAIL.COM,,,6,1,LUXURY EFECT D.O.O.,d.o.o.
60366801,SIMETRALA d.o.o. za graditeljstvo i usluge,888687298,,,Splitsko-dalmatinska županija,Ante Starčevića 42,Podstrana,zdravko.beslic@st.t-com.hr,,,8,1,SIMETRALA,d.o.o.
60370637,GRAMMED I.M. d.o.o. za graditeljstvo i usluge,98425712639,,,Splitsko-dalmatinska županija,Medvidovića Draga 39,Medvidovića Draga,grameddoo@gmail.com,,,7,1,GRAMMED I.M.,d.o.o.
60371172,BUILDING HERITAGE  d.o.o. za graditeljstvo i usluge,62315787001,,,Splitsko-dalmatinska županija,Petravićeva 23,Split,maja.borovina@gmail.com,,,8,1,BUILDING HERITAGE,d.o.o.
60371429,"TASLAK društvo s ograničenom odgovornošću za graditeljstvo, trgovinu i usluge",19260726384,,,Dubrovačko-neretvanska županija,Ulica Neretvanskih gusara 38,Metković,keramikataslak@gmail.com,,,8,1,TASLAK,d.o.o.
60371540,M.D.A. INŽENJERING d.o.o. za graditeljstvo,39673467084,,,Splitsko-dalmatinska županija,Ulica Stjepana Sulimanca 7,Split,zeljko.martinovic1@gmail.com,,,8,1,M.D.A. INŽENJERING,d.o.o.
60372833,"KAIN GRAĐENJE, društvo s ograničenom odgovornošću za graditeljstvo, trgovinu i usluge",70677462000,,,Dubrovačko-neretvanska županija,Ulica Petra Krešimira IV 275,Metković,kaingradjenje@gmail.com,,,8,1,KAIN GRAĐENJE,d.o.o.
60373594,"GRADITELJSTVO MARIĆ d.o.o. za graditeljstvo, trgovinu i usluge",77469255358,,,Dubrovačko-neretvanska županija,Obala neretljanskih gusara 14,Ploče,grad.maric1@gmail.com,,,8,1,GRADITELJSTVO MARIĆ,d.o.o.
60374179,VILLA KONAVLE d.o.o. za graditeljstvo i usluge,10349152991,,,Dubrovačko-neretvanska županija,Vukovarska 26,Dubrovnik,zoran.ivankovic1@du.t-com.hr,,,10,1,VILLA KONAVLE,d.o.o.
60375593,"AD PARTUM j.d.o.o. za graditeljstvo, trgovinu i usluge",51712972868,,,Splitsko-dalmatinska županija,Zakučac 16,Zakučac,mariobub@gmail.com,,,7,1,AD PARTUM J.D.O.O.,j.d.o.o.
60377714,PUŠINA d.o.o. za graditeljstvo i usluge,60825456327,,,Splitsko-dalmatinska županija,Jezeranska 2,Imotski,pusina-company@tel.net.ba,,,7,1,PUŠINA D.O.O. ZA GRADITELJSTVO I USLUGE,d.o.o.
60379247,USKOK j.d.o.o. za graditeljstvo i usluge,73849274680,,,Splitsko-dalmatinska županija,Pujanke 24,Split,uskogjdoo@gmail.com,,,7,1,USKOK,j.d.o.o.
60381029,GEN STON GRADNJA j.d.o.o. za graditeljstvo i usluge,96453218262,,,Dubrovačko-neretvanska županija,Prisoje 8,Putniković,dijana55555@gmail.com,,,7,1,GEN STON GRADNJA,j.d.o.o.
60384432,AĆIMOVIĆ j.d.o.o. za graditeljstvo i usluge,36159631867,,,Splitsko-dalmatinska županija,Glavina Donja 374,Glavina Donja,ACIMOVIC2018@GMAIL.COM,,,7,1,AĆIMOVIĆ J.D.O.O.,j.d.o.o.
60386969,GRAND HVAR društvo s ograničenom odgovornošću za graditeljstvo i usluge,33636791589,,,Splitsko-dalmatinska županija,Rudina 82,Rudina,andrej.chomenko@gmail.com,,,7,1,GRAND HVAR,d.o.o.
60391227,BORJE d.o.o. za graditeljstvo i trgovinu,17638231892,,,Splitsko-dalmatinska županija,Spinutska 27,Split,obrenstevovic@gmail.com,,,7,1,BORJE D.O.O.,d.o.o.
60392631,"DREAM d.o.o., za graditeljstvo i turizam",33006039100,,,Dubrovačko-neretvanska županija,Ulica Ante Starčevića 1,Korčula,vicko@mo-ve.hr,,,6,1,DREAM,d.o.o.
60393819,"DOMINUS 2. d.o.o. za graditeljstvo, usluge i trgovinu",82834653886,,,Dubrovačko-neretvanska županija,Ulica Andrije Kačića Miošića 38,Metković,berislav.dodig@gmail.com,,,7,1,DOMINUS 2.,d.o.o.
60393992,STING d.o.o. za graditeljstvo,16137618276,,,Splitsko-dalmatinska županija,Vukovarska 162,Split,"marija@sting-graditeljstvo.hr, tommo.sting@gmail.com",,,7,1,STING,d.o.o.
60399684,MARITIM BETONI d.o.o. za graditeljstvo i proizvodnju betonskih proizvoda,8402307593,,,Splitsko-dalmatinska županija,Put Gaja 3,Imotski,mario.maritim@gmail.com,,,6,1,MARITIM BETONI D.O.O.,d.o.o.
60400940,GALIĆ ŽBUKA d.o.o. za graditeljstvo i usluge,77696932328,,,Splitsko-dalmatinska županija,Blajburška ulica 77,Imotski,milangbobi@gmail.com,,,6,1,GALIĆ ŽBUKA D.O.O.,d.o.o.
60409362,ČABO MONTAŽA d.o.o. za graditeljstvo i usluge,8743652366,,,Splitsko-dalmatinska županija,Jabuka 20,Jabuka,elektromont.gcabo@gmail.com,,,6,1,ČABO MONTAŽA D.O.O.,d.o.o.
60409651,VALJAN ZAVRŠNI RADOVI jednostavno društvo s ograničenom odgovornošću za graditeljstvo,14006617273,,,Splitsko-dalmatinska županija,Put Makra 47,Makarska,ivanvaljan1@gmail.com,,,6,1,VALJAN ZAVRŠNI RADOVI J.D.O.O.,j.d.o.o.
60410960,URBAN HOME društvo s ograničenom odgovornošću za graditeljstvo i trgovinu,88801892927,,,Splitsko-dalmatinska županija,Put Žnjana 1,Split,isteficic@gmail.com,,,6,1,URBAN HOME,d.o.o.
60411366,"OBJECTA CONSULTING d.o.o. za graditeljstvo, trgovinu i usluge",24663468760,,,Splitsko-dalmatinska županija,Trg počasnog građanina Grada Sinja Gojka Šuška 3,Sinj,saric.slaven@gmail.com,,,10,1,OBJECTA CONSULTING J.D.O.O.,d.o.o.
60412836,ROYAL GROUP društvo sa ograničenom odgovrnošću za graditeljstvo i usluge,86528345524,,,Splitsko-dalmatinska županija,R. Boškovića 13,Split,royal.group.split@gmail.com,,,6,1,ROYAL GROUP,d.o.o.
60413945,BUNARIĆ GRADNJA d.o.o. za graditeljstvo i usluge,73089483156,,,Splitsko-dalmatinska županija,Ulica Franje Tuđmana 24,Grubine,AMTE ZUZUL12@GMAIL.COM,,,6,1,BUNARIĆ GRADNJA,d.o.o.
60414770,ISKOPI ČIGRA d.o.o za graditeljstvo i usluge,86652112498,,,Splitsko-dalmatinska županija,Biokovska ulica 4,Imotski,iskopichigra@gmail.com,,,6,1,ISKOPI ČIGRA,d.o.o.
60422632,MAIN BAU d.o.o. za graditeljstvo,63825365460,,,Splitsko-dalmatinska županija,Jezeranska 3,Imotski,ms.sucurmelani@gmail.com,,,4,1,MAIN BAU,d.o.o.
60422657,ŠAKIĆ GRADNJA j.d.o.o. za graditeljstvo,91545211272,,,Splitsko-dalmatinska županija,Cesta dr. Franje Tuđmana 593,Kaštel Lukšić,"sakicgradnja@gmail.com, maran.posao1@gmail.com",,,5,1,ŠAKIĆ GRADNJA,j.d.o.o.
60423344,MONDE BIS d.o.o. za graditeljstvo i inženjering,81178342840,,,Splitsko-dalmatinska županija,Ulica Antuna Mihanovića 4,Kaštel Stari,monde.bis4@gmail.com,,,5,1,MONDE BIS,d.o.o.
60425104,PERTINEO j.d.o.o. za graditeljstvo i usluge,11019028116,,,Splitsko-dalmatinska županija,Put Perića Briga 46,Kamenmost,info@pertineo.hr,,,5,1,PERTINEO,j.d.o.o.
60425741,KOMITO BAU d.o.o. za graditeljstvo i usluge,74425877724,,,Splitsko-dalmatinska županija,Vinjani Donji 184,Donji Vinjani,rebicgradnja.im@gmail.com,,,4,1,KOMITO BAU D.O.O.,d.o.o.
60430489,STATIKA 021 d.o.o. za graditeljstvo i projektiranje,39255889847,,,Splitsko-dalmatinska županija,Supilova 26,Split,studio21statika@gmail.com,,,4,1,STATIKA,d.o.o.
